po_id,supplier_id,sku_id,warehouse_id,order_date,expected_delivery_date,actual_delivery_date,quantity_ordered,quantity_received,unit_cost,status
PO-002747,SUP-01,SKU-00015,WH-NSW,2026-04-07,2026-04-11,2026-04-13,160.0,160.0,2.27,Late
PO-002748,SUP-05,SKU-00017,WH-NSW,2026-04-07,2026-04-16,2026-04-16,187.0,187.0,1.83,Received
PO-002749,SUP-02,SKU-00014,WH-QLD,2026-04-07,2026-04-17,2026-04-17,89.0,89.0,4.12,Received
PO-002750,SUP-06,SKU-00019,WH-QLD,2026-04-07,2026-04-11,2026-04-11,233.0,233.0,5.36,Received
PO-002751,SUP-06,SKU-00003,WH-VIC,2026-04-07,2026-04-11,2026-04-10,165.0,165.0,5.99,Received
PO-002752,SUP-04,SKU-00005,WH-VIC,2026-04-07,2026-04-25,2026-04-29,62.0,62.0,2.29,Late
PO-002753,SUP-04,SKU-00011,WH-VIC,2026-04-07,2026-04-25,2026-04-25,131.0,131.0,5.92,Received
PO-002754,SUP-04,SKU-00021,WH-VIC,2026-04-07,2026-04-25,2026-04-25,145.0,145.0,2.1,Received
PO-002755,SUP-06,SKU-00003,WH-WA,2026-04-07,2026-04-11,2026-04-11,76.0,76.0,5.99,Received
PO-002756,SUP-01,SKU-00015,WH-WA,2026-04-07,2026-04-11,2026-04-11,85.0,85.0,2.27,Received
PO-002757,SUP-06,SKU-00019,WH-WA,2026-04-07,2026-04-11,2026-04-11,58.0,58.0,5.36,Received
PO-002758,SUP-03,SKU-00010,WH-NSW,2026-04-08,2026-04-27,2026-04-28,157.0,157.0,4.29,Late
PO-002759,SUP-06,SKU-00003,WH-QLD,2026-04-08,2026-04-12,2026-04-13,115.0,115.0,5.99,Late
PO-002760,SUP-02,SKU-00002,WH-VIC,2026-04-08,2026-04-18,2026-04-18,544.0,544.0,2.21,Received
PO-002761,SUP-05,SKU-00017,WH-VIC,2026-04-08,2026-04-17,2026-04-17,137.0,137.0,1.83,Received
PO-002762,SUP-05,SKU-00007,WH-NSW,2026-04-09,2026-04-18,2026-04-18,280.0,280.0,2.62,Received
PO-002763,SUP-04,SKU-00011,WH-NSW,2026-04-09,2026-04-27,2026-04-26,118.0,118.0,5.92,Received
PO-002764,SUP-06,SKU-00019,WH-NSW,2026-04-09,2026-04-13,2026-04-13,166.0,166.0,5.36,Received
PO-002765,SUP-02,SKU-00004,WH-QLD,2026-04-09,2026-04-28,2026-04-28,158.0,158.0,5.29,Received
PO-002766,SUP-07,SKU-00006,WH-QLD,2026-04-09,2026-04-17,2026-04-17,155.0,155.0,4.07,Received
PO-002767,SUP-05,SKU-00007,WH-QLD,2026-04-09,2026-04-18,2026-04-19,327.0,327.0,2.62,Late
PO-002768,SUP-02,SKU-00018,WH-VIC,2026-04-09,2026-04-19,2026-04-19,349.0,349.0,2.32,Received
PO-002769,SUP-06,SKU-00003,WH-NSW,2026-04-10,2026-04-14,2026-04-14,209.0,209.0,5.99,Received
PO-002770,SUP-07,SKU-00006,WH-NSW,2026-04-10,2026-04-18,2026-04-18,107.0,107.0,4.07,Received
PO-002771,SUP-06,SKU-00009,WH-NSW,2026-04-10,2026-04-14,2026-04-13,262.0,262.0,4.65,Received
PO-002772,SUP-04,SKU-00021,WH-NSW,2026-04-10,2026-04-28,2026-04-26,62.0,62.0,2.1,Received
PO-002773,SUP-06,SKU-00009,WH-QLD,2026-04-10,2026-04-14,2026-04-14,101.0,101.0,4.65,Received
PO-002774,SUP-03,SKU-00010,WH-QLD,2026-04-11,2026-04-30,2026-04-29,247.0,247.0,4.29,Received
PO-002775,SUP-05,SKU-00017,WH-QLD,2026-04-11,2026-04-20,2026-04-18,397.0,397.0,1.83,Received
PO-002776,SUP-05,SKU-00001,WH-VIC,2026-04-11,2026-04-20,2026-04-20,241.0,241.0,1.57,Received
PO-002777,SUP-07,SKU-00006,WH-VIC,2026-04-11,2026-04-19,2026-04-17,69.0,69.0,4.07,Received
PO-002778,SUP-05,SKU-00007,WH-VIC,2026-04-11,2026-04-20,2026-04-22,342.0,342.0,2.62,Late
PO-002779,SUP-02,SKU-00024,WH-VIC,2026-04-11,2026-04-21,2026-04-20,356.0,356.0,1.36,Received
PO-002780,SUP-07,SKU-00006,WH-WA,2026-04-11,2026-04-19,2026-04-19,83.0,83.0,4.07,Received
PO-002781,SUP-02,SKU-00024,WH-WA,2026-04-11,2026-04-21,2026-04-21,59.0,59.0,1.36,Received
PO-002782,SUP-02,SKU-00002,WH-NSW,2026-04-12,2026-04-22,2026-04-22,368.0,368.0,2.21,Received
PO-002783,SUP-05,SKU-00013,WH-NSW,2026-04-12,2026-04-21,2026-04-20,145.0,145.0,2.42,Received
PO-002784,SUP-01,SKU-00015,WH-NSW,2026-04-12,2026-04-16,2026-04-14,131.0,131.0,2.27,Received
PO-002785,SUP-05,SKU-00001,WH-QLD,2026-04-12,2026-04-21,2026-04-25,234.0,234.0,1.57,Late
PO-002786,SUP-07,SKU-00012,WH-QLD,2026-04-12,2026-04-20,2026-04-20,91.0,91.0,2.93,Received
PO-002787,SUP-05,SKU-00013,WH-QLD,2026-04-12,2026-04-21,2026-04-22,384.0,384.0,2.42,Late
PO-002788,SUP-01,SKU-00015,WH-QLD,2026-04-12,2026-04-16,2026-04-19,96.0,96.0,2.27,Late
PO-002789,SUP-06,SKU-00019,WH-QLD,2026-04-12,2026-04-16,2026-04-16,192.0,192.0,5.36,Received
PO-002790,SUP-07,SKU-00022,WH-QLD,2026-04-12,2026-04-20,2026-04-22,56.0,56.0,3.85,Late
PO-002791,SUP-06,SKU-00003,WH-VIC,2026-04-12,2026-04-16,2026-04-16,152.0,152.0,5.99,Received
PO-002792,SUP-02,SKU-00004,WH-VIC,2026-04-12,2026-05-01,2026-05-01,264.0,264.0,5.29,Received
PO-002793,SUP-05,SKU-00013,WH-VIC,2026-04-12,2026-04-21,2026-04-22,343.0,343.0,2.42,Late
PO-002794,SUP-02,SKU-00014,WH-VIC,2026-04-12,2026-04-22,2026-04-23,316.0,316.0,4.12,Late
PO-002795,SUP-01,SKU-00015,WH-VIC,2026-04-12,2026-04-16,2026-04-16,283.0,283.0,2.27,Received
PO-002796,SUP-06,SKU-00009,WH-WA,2026-04-12,2026-04-16,2026-04-16,149.0,149.0,4.65,Received
PO-002797,SUP-02,SKU-00014,WH-WA,2026-04-12,2026-04-22,2026-04-22,140.0,140.0,4.12,Received
PO-002798,SUP-01,SKU-00015,WH-WA,2026-04-12,2026-04-16,2026-04-16,85.0,85.0,2.27,Received
PO-002799,SUP-04,SKU-00021,WH-WA,2026-04-12,2026-04-30,2026-05-01,99.0,99.0,2.1,Late
PO-002800,SUP-02,SKU-00018,WH-QLD,2026-04-13,2026-04-23,2026-04-23,302.0,302.0,2.32,Received
PO-002801,SUP-02,SKU-00008,WH-VIC,2026-04-13,2026-04-23,2026-04-23,294.0,294.0,1.67,Received
PO-002802,SUP-06,SKU-00019,WH-VIC,2026-04-13,2026-04-17,2026-04-17,226.0,226.0,5.36,Received
PO-002803,SUP-07,SKU-00020,WH-VIC,2026-04-13,2026-05-03,2026-05-03,247.0,247.0,5.2,Received
PO-002804,SUP-07,SKU-00022,WH-VIC,2026-04-13,2026-04-21,2026-04-20,103.0,103.0,3.85,Received
PO-002805,SUP-05,SKU-00001,WH-WA,2026-04-13,2026-04-22,2026-04-20,196.0,196.0,1.57,Received
PO-002806,SUP-05,SKU-00023,WH-WA,2026-04-13,2026-04-22,2026-04-23,114.0,114.0,2.48,Late
PO-002807,SUP-05,SKU-00001,WH-NSW,2026-04-14,2026-04-23,2026-04-23,176.0,176.0,1.57,Received
PO-002808,SUP-02,SKU-00008,WH-QLD,2026-04-14,2026-04-24,2026-04-23,395.0,395.0,1.67,Received
PO-002809,SUP-04,SKU-00021,WH-QLD,2026-04-14,2026-05-02,2026-04-30,121.0,121.0,2.1,Received
PO-002810,SUP-05,SKU-00023,WH-QLD,2026-04-14,2026-04-23,2026-04-23,377.0,377.0,2.48,Received
PO-002811,SUP-06,SKU-00009,WH-VIC,2026-04-14,2026-04-18,2026-04-17,104.0,104.0,4.65,Received
PO-002812,SUP-05,SKU-00023,WH-VIC,2026-04-14,2026-04-23,2026-04-22,203.0,203.0,2.48,Received
PO-002813,SUP-06,SKU-00003,WH-WA,2026-04-14,2026-04-18,2026-04-18,71.0,71.0,5.99,Received
PO-002814,SUP-05,SKU-00007,WH-WA,2026-04-14,2026-04-23,2026-04-23,131.0,131.0,2.62,Received
PO-002815,SUP-05,SKU-00013,WH-WA,2026-04-14,2026-04-23,2026-04-23,210.0,210.0,2.42,Received
PO-002816,SUP-05,SKU-00017,WH-WA,2026-04-14,2026-04-23,2026-04-21,241.0,241.0,1.83,Received
PO-002817,SUP-02,SKU-00014,WH-NSW,2026-04-15,2026-04-25,2026-04-24,438.0,438.0,4.12,Received
PO-002818,SUP-02,SKU-00016,WH-NSW,2026-04-15,2026-05-04,2026-05-04,80.0,80.0,2.03,Received
PO-002819,SUP-02,SKU-00018,WH-NSW,2026-04-15,2026-04-25,2026-04-25,263.0,263.0,2.32,Received
PO-002820,SUP-07,SKU-00022,WH-NSW,2026-04-15,2026-04-23,2026-04-21,144.0,144.0,3.85,Received
PO-002821,SUP-05,SKU-00023,WH-NSW,2026-04-15,2026-04-24,2026-04-24,281.0,281.0,2.48,Received
PO-002822,SUP-02,SKU-00024,WH-NSW,2026-04-15,2026-04-25,2026-04-24,228.0,228.0,1.36,Received
PO-002823,SUP-06,SKU-00003,WH-QLD,2026-04-15,2026-04-19,2026-04-19,112.0,112.0,5.99,Received
PO-002824,SUP-07,SKU-00006,WH-QLD,2026-04-15,2026-04-23,2026-04-25,143.0,143.0,4.07,Late
PO-002825,SUP-04,SKU-00011,WH-QLD,2026-04-15,2026-05-03,2026-05-03,94.0,94.0,5.92,Received
PO-002826,SUP-02,SKU-00014,WH-QLD,2026-04-15,2026-04-25,2026-04-25,97.0,97.0,4.12,Received
PO-002827,SUP-03,SKU-00010,WH-VIC,2026-04-15,2026-05-04,2026-05-04,287.0,287.0,4.29,Received
PO-002828,SUP-02,SKU-00016,WH-VIC,2026-04-15,2026-05-04,2026-05-04,78.0,78.0,2.03,Received
PO-002829,SUP-02,SKU-00004,WH-WA,2026-04-15,2026-05-04,2026-05-04,68.0,68.0,5.29,Received
PO-002830,SUP-04,SKU-00011,WH-WA,2026-04-15,2026-05-03,2026-05-01,69.0,69.0,5.92,Received
PO-002831,SUP-02,SKU-00016,WH-WA,2026-04-15,2026-05-04,2026-05-04,59.0,59.0,2.03,Received
PO-002832,SUP-07,SKU-00020,WH-WA,2026-04-15,2026-05-05,2026-05-05,118.0,118.0,5.2,Received
PO-002833,SUP-02,SKU-00008,WH-NSW,2026-04-16,2026-04-26,2026-04-27,193.0,193.0,1.67,Late
PO-002834,SUP-06,SKU-00019,WH-NSW,2026-04-16,2026-04-20,2026-04-20,152.0,152.0,5.36,Received
PO-002835,SUP-02,SKU-00002,WH-QLD,2026-04-16,2026-04-26,2026-04-27,239.0,239.0,2.21,Late
PO-002836,SUP-06,SKU-00003,WH-VIC,2026-04-16,2026-04-20,2026-04-20,152.0,144.0,5.99,Received
PO-002837,SUP-05,SKU-00017,WH-VIC,2026-04-16,2026-04-25,2026-04-25,146.0,146.0,1.83,Received
PO-002838,SUP-03,SKU-00010,WH-WA,2026-04-16,2026-05-05,2026-05-04,144.0,144.0,4.29,Received
PO-002839,SUP-07,SKU-00012,WH-WA,2026-04-16,2026-04-24,2026-04-22,55.0,55.0,2.93,Received
PO-002840,SUP-06,SKU-00003,WH-NSW,2026-04-17,2026-04-21,2026-04-21,184.0,184.0,5.99,Received
PO-002841,SUP-06,SKU-00009,WH-NSW,2026-04-17,2026-04-21,2026-04-21,193.0,193.0,4.65,Received
PO-002842,SUP-07,SKU-00012,WH-NSW,2026-04-17,2026-04-25,2026-04-24,57.0,57.0,2.93,Received
PO-002843,SUP-05,SKU-00017,WH-NSW,2026-04-17,2026-04-26,2026-04-26,176.0,176.0,1.83,Received
PO-002844,SUP-02,SKU-00016,WH-QLD,2026-04-17,2026-05-06,2026-05-06,251.0,251.0,2.03,Received
PO-002845,SUP-02,SKU-00002,WH-WA,2026-04-17,2026-04-27,2026-04-27,56.0,56.0,2.21,Received
PO-002846,SUP-02,SKU-00018,WH-WA,2026-04-17,2026-04-27,2026-04-26,274.0,274.0,2.32,Received
PO-002847,SUP-07,SKU-00022,WH-WA,2026-04-17,2026-04-25,2026-04-26,70.0,70.0,3.85,Late
PO-002848,SUP-07,SKU-00006,WH-NSW,2026-04-18,2026-04-26,2026-04-30,118.0,118.0,4.07,Late
PO-002849,SUP-05,SKU-00013,WH-NSW,2026-04-18,2026-04-27,2026-04-27,148.0,148.0,2.42,Received
PO-002850,SUP-05,SKU-00007,WH-QLD,2026-04-18,2026-04-27,2026-04-27,462.0,462.0,2.62,Received
PO-002851,SUP-06,SKU-00009,WH-QLD,2026-04-18,2026-04-22,2026-04-22,92.0,92.0,4.65,Received
PO-002852,SUP-05,SKU-00013,WH-QLD,2026-04-18,2026-04-27,2026-04-26,476.0,476.0,2.42,Received
PO-002853,SUP-06,SKU-00019,WH-QLD,2026-04-18,2026-04-22,2026-04-22,225.0,225.0,5.36,Received
PO-002854,SUP-07,SKU-00020,WH-QLD,2026-04-18,2026-05-08,2026-05-08,312.0,312.0,5.2,Received
PO-002855,SUP-07,SKU-00006,WH-VIC,2026-04-18,2026-04-26,2026-04-26,72.0,72.0,4.07,Received
PO-002856,SUP-02,SKU-00018,WH-VIC,2026-04-18,2026-04-28,2026-04-27,361.0,361.0,2.32,Received
PO-002857,SUP-07,SKU-00006,WH-WA,2026-04-18,2026-04-26,2026-04-27,97.0,97.0,4.07,Late
PO-002858,SUP-01,SKU-00015,WH-WA,2026-04-18,2026-04-22,2026-04-23,79.0,79.0,2.27,Late
PO-002859,SUP-03,SKU-00010,WH-NSW,2026-04-19,2026-05-08,2026-05-07,161.0,161.0,4.29,Received
PO-002860,SUP-01,SKU-00015,WH-NSW,2026-04-19,2026-04-23,2026-04-24,178.0,178.0,2.27,Late
PO-002861,SUP-07,SKU-00020,WH-NSW,2026-04-19,2026-05-09,2026-05-07,244.0,244.0,5.2,Received
PO-002862,SUP-04,SKU-00005,WH-QLD,2026-04-19,2026-05-07,2026-05-08,126.0,126.0,2.29,Late
PO-002863,SUP-07,SKU-00012,WH-QLD,2026-04-19,2026-04-27,2026-04-28,85.0,85.0,2.93,Late
PO-002864,SUP-01,SKU-00015,WH-QLD,2026-04-19,2026-04-23,2026-04-22,113.0,113.0,2.27,Received
PO-002865,SUP-07,SKU-00022,WH-QLD,2026-04-19,2026-04-27,2026-04-27,70.0,70.0,3.85,Received
PO-002866,SUP-02,SKU-00002,WH-VIC,2026-04-19,2026-04-29,2026-04-29,536.0,536.0,2.21,Received
PO-002867,SUP-01,SKU-00015,WH-VIC,2026-04-19,2026-04-23,2026-04-24,269.0,269.0,2.27,Late
PO-002868,SUP-06,SKU-00019,WH-VIC,2026-04-19,2026-04-23,2026-04-24,153.0,153.0,5.36,Late
PO-002869,SUP-04,SKU-00021,WH-VIC,2026-04-19,2026-05-07,2026-05-09,137.0,137.0,2.1,Late
PO-002870,SUP-04,SKU-00005,WH-WA,2026-04-19,2026-05-07,2026-05-09,69.0,69.0,2.29,Late
PO-002871,SUP-05,SKU-00013,WH-WA,2026-04-19,2026-04-28,2026-04-26,182.0,182.0,2.42,Received
PO-002872,SUP-06,SKU-00019,WH-WA,2026-04-19,2026-04-23,2026-04-23,61.0,61.0,5.36,Received
PO-002873,SUP-05,SKU-00007,WH-NSW,2026-04-20,2026-04-29,2026-04-30,270.0,270.0,2.62,Late
PO-002874,SUP-05,SKU-00001,WH-VIC,2026-04-20,2026-04-29,2026-04-28,287.0,287.0,1.57,Received
PO-002875,SUP-06,SKU-00009,WH-VIC,2026-04-20,2026-04-24,2026-04-24,84.0,84.0,4.65,Received
PO-002876,SUP-02,SKU-00014,WH-VIC,2026-04-20,2026-04-30,2026-04-30,278.0,278.0,4.12,Received
PO-002877,SUP-02,SKU-00024,WH-VIC,2026-04-20,2026-04-30,2026-04-30,329.0,329.0,1.36,Received
PO-002878,SUP-06,SKU-00009,WH-WA,2026-04-20,2026-04-24,2026-04-24,149.0,149.0,4.65,Received
PO-002879,SUP-02,SKU-00014,WH-WA,2026-04-20,2026-04-30,2026-04-30,130.0,130.0,4.12,Received
PO-002880,SUP-02,SKU-00002,WH-NSW,2026-04-21,2026-05-01,2026-05-01,338.0,338.0,2.21,Received
PO-002881,SUP-05,SKU-00017,WH-QLD,2026-04-21,2026-04-30,2026-05-03,397.0,397.0,1.83,Late
PO-002882,SUP-02,SKU-00018,WH-QLD,2026-04-21,2026-05-01,2026-05-01,304.0,304.0,2.32,Received
PO-002883,SUP-05,SKU-00013,WH-VIC,2026-04-21,2026-04-30,2026-05-01,267.0,267.0,2.42,Late
PO-002884,SUP-07,SKU-00022,WH-VIC,2026-04-21,2026-04-29,2026-04-29,68.0,68.0,3.85,Received
PO-002885,SUP-05,SKU-00001,WH-WA,2026-04-21,2026-04-30,2026-04-29,170.0,170.0,1.57,Received
PO-002886,SUP-05,SKU-00007,WH-WA,2026-04-21,2026-04-30,2026-04-30,102.0,102.0,2.62,Received
PO-002887,SUP-05,SKU-00023,WH-WA,2026-04-21,2026-04-30,2026-04-29,85.0,85.0,2.48,Received
PO-002888,SUP-06,SKU-00003,WH-NSW,2026-04-22,2026-04-26,2026-04-26,160.0,160.0,5.99,Received
PO-002889,SUP-02,SKU-00004,WH-NSW,2026-04-22,2026-05-11,2026-05-11,103.0,103.0,5.29,Received
PO-002890,SUP-04,SKU-00005,WH-NSW,2026-04-22,2026-05-10,2026-05-10,65.0,65.0,2.29,Received
PO-002891,SUP-06,SKU-00009,WH-NSW,2026-04-22,2026-04-26,2026-04-28,160.0,160.0,4.65,Late
PO-002892,SUP-06,SKU-00019,WH-NSW,2026-04-22,2026-04-26,2026-04-26,130.0,130.0,5.36,Received
PO-002893,SUP-05,SKU-00001,WH-QLD,2026-04-22,2026-05-01,2026-04-30,194.0,194.0,1.57,Received
PO-002894,SUP-06,SKU-00003,WH-QLD,2026-04-22,2026-04-26,2026-04-25,110.0,110.0,5.99,Received
PO-002895,SUP-04,SKU-00011,WH-NSW,2026-04-23,2026-05-11,2026-05-11,115.0,115.0,5.92,Received
PO-002896,SUP-07,SKU-00022,WH-NSW,2026-04-23,2026-05-01,2026-05-02,153.0,153.0,3.85,Late
PO-002897,SUP-07,SKU-00006,WH-QLD,2026-04-23,2026-05-01,2026-04-29,187.0,187.0,4.07,Received
PO-002898,SUP-06,SKU-00003,WH-VIC,2026-04-23,2026-04-27,2026-04-27,199.0,199.0,5.99,Received
PO-002899,SUP-04,SKU-00005,WH-VIC,2026-04-23,2026-05-11,2026-05-15,71.0,71.0,2.29,Late
PO-002900,SUP-05,SKU-00007,WH-VIC,2026-04-23,2026-05-02,2026-05-01,340.0,340.0,2.62,Received
PO-002901,SUP-02,SKU-00008,WH-VIC,2026-04-23,2026-05-03,2026-05-03,297.0,297.0,1.67,Received
PO-002902,SUP-06,SKU-00003,WH-WA,2026-04-23,2026-04-27,2026-04-27,80.0,80.0,5.99,Received
PO-002903,SUP-02,SKU-00024,WH-WA,2026-04-23,2026-05-03,2026-05-03,63.0,63.0,1.36,Received
PO-002904,SUP-07,SKU-00006,WH-NSW,2026-04-24,2026-05-02,2026-05-01,106.0,106.0,4.07,Received
PO-002905,SUP-05,SKU-00013,WH-NSW,2026-04-24,2026-05-03,2026-05-03,151.0,151.0,2.42,Received
PO-002906,SUP-02,SKU-00018,WH-NSW,2026-04-24,2026-05-04,2026-05-05,226.0,226.0,2.32,Late
PO-002907,SUP-05,SKU-00023,WH-NSW,2026-04-24,2026-05-03,2026-05-01,290.0,290.0,2.48,Received
PO-002908,SUP-02,SKU-00002,WH-QLD,2026-04-24,2026-05-04,2026-05-04,240.0,240.0,2.21,Received
PO-002909,SUP-02,SKU-00008,WH-QLD,2026-04-24,2026-05-04,2026-05-04,437.0,437.0,1.67,Received
PO-002910,SUP-05,SKU-00023,WH-QLD,2026-04-24,2026-05-03,2026-05-01,400.0,400.0,2.48,Received
PO-002911,SUP-04,SKU-00011,WH-VIC,2026-04-24,2026-05-12,2026-05-10,133.0,133.0,5.92,Received
PO-002912,SUP-05,SKU-00013,WH-WA,2026-04-24,2026-05-03,2026-05-05,178.0,178.0,2.42,Late
PO-002913,SUP-05,SKU-00017,WH-WA,2026-04-24,2026-05-03,2026-05-03,194.0,194.0,1.83,Received
PO-002914,SUP-05,SKU-00001,WH-NSW,2026-04-25,2026-05-04,2026-05-04,175.0,175.0,1.57,Received
PO-002915,SUP-01,SKU-00015,WH-NSW,2026-04-25,2026-04-29,2026-04-27,160.0,160.0,2.27,Received
PO-002916,SUP-04,SKU-00021,WH-NSW,2026-04-25,2026-05-13,2026-05-12,53.0,53.0,2.1,Received
PO-002917,SUP-02,SKU-00024,WH-NSW,2026-04-25,2026-05-05,2026-05-03,238.0,238.0,1.36,Received
PO-002918,SUP-02,SKU-00004,WH-QLD,2026-04-25,2026-05-14,2026-05-14,174.0,174.0,5.29,Received
PO-002919,SUP-06,SKU-00009,WH-QLD,2026-04-25,2026-04-29,2026-04-29,92.0,92.0,4.65,Received
PO-002920,SUP-05,SKU-00013,WH-QLD,2026-04-25,2026-05-04,2026-05-02,501.0,501.0,2.42,Received
PO-002921,SUP-07,SKU-00022,WH-QLD,2026-04-25,2026-05-03,2026-05-02,56.0,56.0,3.85,Received
PO-002922,SUP-02,SKU-00004,WH-VIC,2026-04-25,2026-05-14,2026-05-14,279.0,279.0,5.29,Received
PO-002923,SUP-05,SKU-00017,WH-VIC,2026-04-25,2026-05-04,2026-05-04,137.0,137.0,1.83,Received
PO-002924,SUP-05,SKU-00023,WH-VIC,2026-04-25,2026-05-04,2026-05-04,195.0,195.0,2.48,Received
PO-002925,SUP-07,SKU-00012,WH-WA,2026-04-25,2026-05-03,2026-05-04,55.0,55.0,2.93,Late
PO-002926,SUP-01,SKU-00015,WH-WA,2026-04-25,2026-04-29,2026-04-27,110.0,110.0,2.27,Received
PO-002927,SUP-06,SKU-00003,WH-NSW,2026-04-26,2026-04-30,2026-04-30,189.0,189.0,5.99,Received
PO-002928,SUP-02,SKU-00008,WH-NSW,2026-04-26,2026-05-06,2026-05-06,182.0,182.0,1.67,Received
PO-002929,SUP-07,SKU-00012,WH-NSW,2026-04-26,2026-05-04,2026-05-04,53.0,53.0,2.93,Received
PO-002930,SUP-02,SKU-00014,WH-NSW,2026-04-26,2026-05-06,2026-05-06,428.0,428.0,4.12,Received
PO-002931,SUP-02,SKU-00014,WH-QLD,2026-04-26,2026-05-06,2026-05-06,127.0,127.0,4.12,Received
PO-002932,SUP-01,SKU-00015,WH-QLD,2026-04-26,2026-04-30,2026-05-03,96.0,96.0,2.27,Late
PO-002933,SUP-06,SKU-00019,WH-QLD,2026-04-26,2026-04-30,2026-04-29,281.0,281.0,5.36,Received
PO-002934,SUP-07,SKU-00006,WH-VIC,2026-04-26,2026-05-04,2026-05-04,69.0,69.0,4.07,Received
PO-002935,SUP-01,SKU-00015,WH-VIC,2026-04-26,2026-04-30,2026-05-01,285.0,285.0,2.27,Late
PO-002936,SUP-06,SKU-00009,WH-WA,2026-04-26,2026-04-30,2026-04-30,146.0,146.0,4.65,Received
PO-002937,SUP-04,SKU-00021,WH-WA,2026-04-26,2026-05-14,2026-05-12,118.0,118.0,2.1,Received
PO-002938,SUP-06,SKU-00019,WH-NSW,2026-04-27,2026-05-01,2026-05-01,143.0,143.0,5.36,Received
PO-002939,SUP-03,SKU-00010,WH-QLD,2026-04-27,2026-05-16,2026-05-16,205.0,205.0,4.29,Received
PO-002940,SUP-04,SKU-00011,WH-QLD,2026-04-27,2026-05-15,2026-05-14,82.0,82.0,5.92,Received
PO-002941,SUP-06,SKU-00019,WH-VIC,2026-04-27,2026-05-01,2026-05-03,209.0,209.0,5.36,Late
PO-002942,SUP-07,SKU-00006,WH-WA,2026-04-27,2026-05-05,2026-05-03,89.0,89.0,4.07,Received
PO-002943,SUP-04,SKU-00011,WH-WA,2026-04-27,2026-05-15,2026-05-15,66.0,66.0,5.92,Received
PO-002944,SUP-06,SKU-00009,WH-NSW,2026-04-28,2026-05-02,2026-05-01,223.0,223.0,4.65,Received
PO-002945,SUP-05,SKU-00001,WH-VIC,2026-04-28,2026-05-07,2026-05-06,237.0,237.0,1.57,Received
PO-002946,SUP-06,SKU-00009,WH-VIC,2026-04-28,2026-05-02,2026-05-02,100.0,100.0,4.65,Received
PO-002947,SUP-03,SKU-00010,WH-VIC,2026-04-28,2026-05-17,2026-05-19,280.0,280.0,4.29,Late
PO-002948,SUP-02,SKU-00018,WH-VIC,2026-04-28,2026-05-08,2026-05-08,295.0,295.0,2.32,Received
PO-002949,SUP-07,SKU-00020,WH-VIC,2026-04-28,2026-05-18,2026-05-18,266.0,266.0,5.2,Received
PO-002950,SUP-07,SKU-00022,WH-VIC,2026-04-28,2026-05-06,2026-05-05,67.0,67.0,3.85,Received
PO-002951,SUP-02,SKU-00002,WH-WA,2026-04-28,2026-05-08,2026-05-07,58.0,58.0,2.21,Received
PO-002952,SUP-02,SKU-00014,WH-WA,2026-04-28,2026-05-08,2026-05-08,138.0,138.0,4.12,Received
PO-002953,SUP-02,SKU-00016,WH-WA,2026-04-28,2026-05-17,2026-05-17,54.0,54.0,2.03,Received
PO-002954,SUP-02,SKU-00018,WH-WA,2026-04-28,2026-05-08,2026-05-08,196.0,196.0,2.32,Received
PO-002955,SUP-05,SKU-00017,WH-NSW,2026-04-29,2026-05-08,2026-05-08,193.0,193.0,1.83,Received
PO-002956,SUP-05,SKU-00001,WH-QLD,2026-04-29,2026-05-08,2026-05-09,196.0,196.0,1.57,Late
PO-002957,SUP-06,SKU-00003,WH-QLD,2026-04-29,2026-05-03,2026-05-03,112.0,112.0,5.99,Received
PO-002958,SUP-05,SKU-00007,WH-QLD,2026-04-29,2026-05-08,2026-05-08,457.0,457.0,2.62,Received
PO-002959,SUP-07,SKU-00012,WH-QLD,2026-04-29,2026-05-07,2026-05-07,111.0,111.0,2.93,Received
PO-002960,SUP-05,SKU-00017,WH-QLD,2026-04-29,2026-05-08,2026-05-07,393.0,393.0,1.83,Received
PO-002961,SUP-05,SKU-00013,WH-VIC,2026-04-29,2026-05-08,2026-05-11,263.0,263.0,2.42,Late
PO-002962,SUP-02,SKU-00024,WH-VIC,2026-04-29,2026-05-09,2026-05-09,355.0,355.0,1.36,Received
PO-002963,SUP-05,SKU-00007,WH-WA,2026-04-29,2026-05-08,2026-05-06,97.0,97.0,2.62,Received
PO-002964,SUP-03,SKU-00010,WH-WA,2026-04-29,2026-05-18,2026-05-18,130.0,130.0,4.29,Received
PO-002965,SUP-07,SKU-00022,WH-WA,2026-04-29,2026-05-07,2026-05-08,66.0,66.0,3.85,Late
PO-002966,SUP-03,SKU-00010,WH-NSW,2026-04-30,2026-05-19,2026-05-19,150.0,150.0,4.29,Received
PO-002967,SUP-02,SKU-00016,WH-NSW,2026-04-30,2026-05-19,2026-05-19,86.0,86.0,2.03,Received
PO-002968,SUP-07,SKU-00006,WH-QLD,2026-04-30,2026-05-08,2026-05-07,158.0,158.0,4.07,Received
PO-002969,SUP-02,SKU-00014,WH-VIC,2026-04-30,2026-05-10,2026-05-10,281.0,281.0,4.12,Received
PO-002970,SUP-06,SKU-00003,WH-WA,2026-04-30,2026-05-04,2026-05-04,78.0,78.0,5.99,Received
PO-002971,SUP-02,SKU-00002,WH-NSW,2026-05-01,2026-05-11,2026-05-11,398.0,398.0,2.21,Received
