decision_id,date,sku_id,location_type,location_id,recommended_order_qty,reorder_point,safety_stock_units,approved_qty,approver,override_flag,override_reason,decision_status
DEC-010840,2026-04-12,SKU-00018,Store,STR-01,79.0,107.7,64.6,79.0,System Auto-Replenishment,False,,Auto-approved
DEC-010841,2026-04-12,SKU-00011,Store,Multiple,36.0,15.8,9.5,36.0,System Auto-Replenishment,False,,Auto-approved
DEC-010842,2026-04-12,SKU-00013,Store,Multiple,118.0,69.3,41.6,118.0,System Auto-Replenishment,False,,Auto-approved
DEC-010843,2026-04-12,SKU-00010,Store,Multiple,48.0,24.2,14.5,48.0,System Auto-Replenishment,False,,Auto-approved
DEC-010844,2026-04-12,SKU-00002,Store,STR-02,84.0,119.1,71.5,84.0,System Auto-Replenishment,False,,Auto-approved
DEC-010845,2026-04-12,SKU-00008,Store,STR-02,63.0,78.5,47.1,63.0,System Auto-Replenishment,False,,Auto-approved
DEC-010846,2026-04-12,SKU-00012,Store,STR-02,16.0,22.2,13.3,14.6,Planner Review,True,Warehouse supply shortfall - partial fulfilment,Manual override
DEC-010847,2026-04-12,SKU-00016,Store,STR-02,18.0,25.2,15.1,18.0,System Auto-Replenishment,False,,Auto-approved
DEC-010848,2026-04-12,SKU-00023,Store,STR-02,73.0,87.0,52.2,73.0,System Auto-Replenishment,False,,Auto-approved
DEC-010849,2026-04-12,SKU-00019,Store,STR-02,49.0,69.7,41.8,49.0,System Auto-Replenishment,False,,Auto-approved
DEC-010850,2026-04-12,SKU-00006,Store,STR-02,36.0,38.5,23.1,36.0,System Auto-Replenishment,False,,Auto-approved
DEC-010851,2026-04-12,SKU-00013,Store,STR-02,64.0,84.5,50.7,64.0,System Auto-Replenishment,False,,Auto-approved
DEC-010852,2026-04-12,SKU-00001,Store,STR-03,85.0,95.6,57.4,85.0,System Auto-Replenishment,False,,Auto-approved
DEC-010853,2026-04-12,SKU-00013,Store,Multiple,198.0,112.8,67.7,198.0,System Auto-Replenishment,False,,Auto-approved
DEC-010854,2026-04-12,SKU-00015,Store,STR-03,45.0,59.6,35.7,45.0,System Auto-Replenishment,False,,Auto-approved
DEC-010855,2026-04-12,SKU-00002,Store,STR-03,60.0,62.1,37.3,60.0,System Auto-Replenishment,False,,Auto-approved
DEC-010856,2026-04-12,SKU-00007,Store,STR-03,71.0,95.1,57.1,71.0,System Auto-Replenishment,False,,Auto-approved
DEC-010857,2026-04-12,SKU-00004,Store,STR-04,11.4,15.5,9.3,11.4,System Auto-Replenishment,False,,Auto-approved
DEC-010858,2026-04-12,SKU-00013,Store,STR-04,56.0,69.4,41.7,56.0,System Auto-Replenishment,False,,Auto-approved
DEC-010859,2026-04-12,SKU-00014,Store,STR-04,25.0,35.3,21.2,25.0,System Auto-Replenishment,False,,Auto-approved
DEC-010860,2026-04-12,SKU-00020,Store,STR-04,23.0,28.0,16.8,23.0,System Auto-Replenishment,False,,Auto-approved
DEC-010861,2026-04-12,SKU-00021,Store,Multiple,27.0,21.4,12.8,27.0,System Auto-Replenishment,False,,Auto-approved
DEC-010862,2026-04-12,SKU-00009,Store,STR-04,50.0,63.0,37.8,50.0,System Auto-Replenishment,False,,Auto-approved
DEC-010863,2026-04-12,SKU-00012,Store,STR-04,15.0,19.0,11.4,15.0,System Auto-Replenishment,False,,Auto-approved
DEC-010864,2026-04-12,SKU-00016,Store,STR-04,14.0,16.6,10.0,14.0,System Auto-Replenishment,False,,Auto-approved
DEC-010865,2026-04-12,SKU-00005,Store,STR-05,18.0,20.6,12.4,18.0,System Auto-Replenishment,False,,Auto-approved
DEC-010866,2026-04-12,SKU-00024,Store,STR-05,70.0,81.3,48.8,70.0,System Auto-Replenishment,False,,Auto-approved
DEC-010867,2026-04-12,SKU-00004,Store,STR-05,27.0,30.3,18.2,27.0,System Auto-Replenishment,False,,Auto-approved
DEC-010868,2026-04-12,SKU-00010,Store,STR-05,49.0,49.7,29.8,49.0,System Auto-Replenishment,False,,Auto-approved
DEC-010869,2026-04-12,SKU-00001,Store,STR-05,62.0,71.6,43.0,62.0,System Auto-Replenishment,False,,Auto-approved
DEC-010870,2026-04-12,SKU-00017,Store,STR-05,71.0,80.7,48.4,71.0,System Auto-Replenishment,False,,Auto-approved
DEC-010871,2026-04-12,SKU-00011,Store,STR-06,15.0,19.4,11.6,15.0,System Auto-Replenishment,False,,Auto-approved
DEC-010872,2026-04-12,SKU-00015,Store,STR-06,27.0,37.1,22.3,27.0,System Auto-Replenishment,False,,Auto-approved
DEC-010873,2026-04-12,SKU-00005,Store,STR-06,10.0,13.7,8.2,10.0,System Auto-Replenishment,False,,Auto-approved
DEC-010874,2026-04-12,SKU-00024,Store,STR-06,41.0,51.2,30.7,41.0,System Auto-Replenishment,False,,Auto-approved
DEC-010875,2026-04-12,SKU-00014,Store,STR-07,41.5,48.2,28.9,41.5,System Auto-Replenishment,False,,Auto-approved
DEC-010876,2026-04-12,SKU-00022,Store,STR-07,25.0,34.9,21.0,25.0,System Auto-Replenishment,False,,Auto-approved
DEC-010877,2026-04-12,SKU-00005,Store,STR-07,18.0,24.8,14.9,18.0,System Auto-Replenishment,False,,Auto-approved
DEC-010878,2026-04-12,SKU-00012,Store,STR-07,47.0,49.1,29.5,47.0,System Auto-Replenishment,False,,Auto-approved
DEC-010879,2026-04-12,SKU-00019,Store,STR-07,39.0,51.2,30.7,39.0,System Auto-Replenishment,False,,Auto-approved
DEC-010880,2026-04-12,SKU-00016,Store,STR-07,22.0,29.0,17.4,22.0,System Auto-Replenishment,False,,Auto-approved
DEC-010881,2026-04-12,SKU-00006,Store,STR-08,15.0,13.8,8.3,15.0,System Auto-Replenishment,False,,Auto-approved
DEC-010882,2026-04-12,SKU-00019,Store,STR-08,22.0,22.9,13.8,22.0,System Auto-Replenishment,False,,Auto-approved
DEC-010883,2026-04-12,SKU-00015,Store,STR-08,32.0,36.2,21.7,32.0,System Auto-Replenishment,False,,Auto-approved
DEC-010884,2026-04-13,SKU-00008,Store,Multiple,115.0,59.2,35.5,115.0,System Auto-Replenishment,False,,Auto-approved
DEC-010885,2026-04-13,SKU-00020,Store,STR-01,26.0,37.1,22.3,26.0,System Auto-Replenishment,False,,Auto-approved
DEC-010886,2026-04-13,SKU-00019,Store,Multiple,94.0,86.6,52.0,94.0,System Auto-Replenishment,False,,Auto-approved
DEC-010887,2026-04-13,SKU-00022,Store,STR-01,38.0,42.0,25.2,38.0,System Auto-Replenishment,False,,Auto-approved
DEC-010888,2026-04-13,SKU-00009,Store,STR-02,70.0,95.8,57.5,70.0,System Auto-Replenishment,False,,Auto-approved
DEC-010889,2026-04-13,SKU-00007,Store,STR-02,92.0,111.9,67.1,92.0,System Auto-Replenishment,False,,Auto-approved
DEC-010890,2026-04-13,SKU-00022,Store,STR-02,31.0,40.7,24.4,31.0,System Auto-Replenishment,False,,Auto-approved
DEC-010891,2026-04-13,SKU-00018,Store,STR-03,55.0,67.8,40.7,55.0,System Auto-Replenishment,False,,Auto-approved
DEC-010892,2026-04-13,SKU-00008,Store,STR-03,119.0,123.4,74.0,119.0,System Auto-Replenishment,False,,Auto-approved
DEC-010893,2026-04-13,SKU-00016,Store,STR-03,36.0,50.0,30.0,36.0,System Auto-Replenishment,False,,Auto-approved
DEC-010894,2026-04-13,SKU-00004,Store,Multiple,42.0,27.8,16.7,42.0,System Auto-Replenishment,False,,Auto-approved
DEC-010895,2026-04-13,SKU-00005,Store,STR-03,18.0,20.2,12.1,18.0,System Auto-Replenishment,False,,Auto-approved
DEC-010896,2026-04-13,SKU-00006,Store,Multiple,78.0,43.5,26.1,78.0,System Auto-Replenishment,False,,Auto-approved
DEC-010897,2026-04-13,SKU-00018,Store,Multiple,74.0,80.5,48.3,74.0,System Auto-Replenishment,False,,Auto-approved
DEC-010898,2026-04-13,SKU-00001,Store,Multiple,83.0,60.5,36.3,83.0,System Auto-Replenishment,False,,Auto-approved
DEC-010899,2026-04-13,SKU-00010,Store,STR-04,25.0,29.3,17.6,25.0,System Auto-Replenishment,False,,Auto-approved
DEC-010900,2026-04-13,SKU-00005,Store,Multiple,19.0,13.8,8.3,19.0,System Auto-Replenishment,False,,Auto-approved
DEC-010901,2026-04-13,SKU-00003,Store,STR-05,57.0,73.2,43.9,57.0,System Auto-Replenishment,False,,Auto-approved
DEC-010902,2026-04-13,SKU-00020,Store,STR-06,17.0,21.2,12.7,17.0,System Auto-Replenishment,False,,Auto-approved
DEC-010903,2026-04-13,SKU-00021,Store,STR-06,13.0,15.7,9.4,13.0,System Auto-Replenishment,False,,Auto-approved
DEC-010904,2026-04-13,SKU-00018,Store,STR-06,29.0,40.5,24.3,29.0,System Auto-Replenishment,False,,Auto-approved
DEC-010905,2026-04-13,SKU-00002,Store,STR-06,51.0,56.2,33.7,51.0,System Auto-Replenishment,False,,Auto-approved
DEC-010906,2026-04-13,SKU-00019,Store,STR-06,37.0,41.1,24.7,37.0,System Auto-Replenishment,False,,Auto-approved
DEC-010907,2026-04-13,SKU-00002,Store,STR-07,46.0,57.8,34.7,46.0,System Auto-Replenishment,False,,Auto-approved
DEC-010908,2026-04-13,SKU-00009,Store,STR-08,22.0,29.0,17.4,22.0,System Auto-Replenishment,False,,Auto-approved
DEC-010909,2026-04-13,SKU-00014,Store,STR-08,25.0,32.2,19.3,25.0,System Auto-Replenishment,False,,Auto-approved
DEC-010910,2026-04-13,SKU-00023,Store,STR-08,37.0,47.3,28.4,37.0,System Auto-Replenishment,False,,Auto-approved
DEC-010911,2026-04-13,SKU-00004,Store,STR-08,6.0,7.3,4.4,6.0,System Auto-Replenishment,False,,Auto-approved
DEC-010912,2026-04-13,SKU-00002,Store,STR-08,16.0,21.7,13.0,16.0,System Auto-Replenishment,False,,Auto-approved
DEC-010913,2026-04-13,SKU-00012,Store,STR-08,12.0,16.2,9.7,12.0,System Auto-Replenishment,False,,Auto-approved
DEC-010914,2026-04-14,SKU-00001,Store,STR-01,52.0,68.3,41.0,52.0,System Auto-Replenishment,False,,Auto-approved
DEC-010915,2026-04-14,SKU-00004,Store,STR-01,54.0,59.9,36.0,54.0,System Auto-Replenishment,False,,Auto-approved
DEC-010916,2026-04-14,SKU-00023,Store,STR-01,76.0,86.7,52.0,76.0,System Auto-Replenishment,False,,Auto-approved
DEC-010917,2026-04-14,SKU-00024,Store,STR-01,65.0,83.0,49.8,65.0,System Auto-Replenishment,False,,Auto-approved
DEC-010918,2026-04-14,SKU-00009,Store,STR-01,49.0,58.8,35.3,49.0,System Auto-Replenishment,False,,Auto-approved
DEC-010919,2026-04-14,SKU-00014,Store,Multiple,101.8,70.7,42.4,101.8,System Auto-Replenishment,False,,Auto-approved
DEC-010920,2026-04-14,SKU-00003,Store,Multiple,125.0,82.3,49.4,125.0,System Auto-Replenishment,False,,Auto-approved
DEC-010921,2026-04-14,SKU-00019,Store,STR-03,83.0,112.1,67.3,83.0,System Auto-Replenishment,False,,Auto-approved
DEC-010922,2026-04-14,SKU-00021,Store,Multiple,34.0,20.4,12.2,34.0,System Auto-Replenishment,False,,Auto-approved
DEC-010923,2026-04-14,SKU-00020,Store,Multiple,73.0,41.9,25.1,73.0,System Auto-Replenishment,False,,Auto-approved
DEC-010924,2026-04-14,SKU-00009,Store,STR-03,43.0,59.5,35.7,43.0,System Auto-Replenishment,False,,Auto-approved
DEC-010925,2026-04-14,SKU-00023,Store,Multiple,131.0,58.9,35.4,118.4,Planner Review,True,Warehouse supply shortfall - partial fulfilment,Manual override
DEC-010926,2026-04-14,SKU-00015,Store,STR-04,25.0,29.0,17.4,25.0,System Auto-Replenishment,False,,Auto-approved
DEC-010927,2026-04-14,SKU-00003,Store,STR-04,36.0,43.5,26.1,36.0,System Auto-Replenishment,False,,Auto-approved
DEC-010928,2026-04-14,SKU-00007,Store,STR-04,45.0,56.0,33.6,45.0,System Auto-Replenishment,False,,Auto-approved
DEC-010929,2026-04-14,SKU-00022,Store,STR-04,30.0,27.6,16.6,30.0,System Auto-Replenishment,False,,Auto-approved
DEC-010930,2026-04-14,SKU-00006,Store,Multiple,36.0,35.4,21.3,36.0,System Auto-Replenishment,False,,Auto-approved
DEC-010931,2026-04-14,SKU-00017,Store,Multiple,89.0,53.7,32.2,89.0,System Auto-Replenishment,False,,Auto-approved
DEC-010932,2026-04-14,SKU-00020,Store,STR-05,31.0,43.7,26.2,31.0,System Auto-Replenishment,False,,Auto-approved
DEC-010933,2026-04-14,SKU-00017,Store,STR-06,61.0,78.4,47.1,61.0,System Auto-Replenishment,False,,Auto-approved
DEC-010934,2026-04-14,SKU-00004,Store,STR-06,28.0,28.2,16.9,28.0,System Auto-Replenishment,False,,Auto-approved
DEC-010935,2026-04-14,SKU-00009,Store,STR-06,46.0,49.8,29.9,46.0,System Auto-Replenishment,False,,Auto-approved
DEC-010936,2026-04-14,SKU-00001,Store,STR-06,61.0,72.8,43.7,61.0,System Auto-Replenishment,False,,Auto-approved
DEC-010937,2026-04-14,SKU-00013,Store,STR-07,78.0,106.1,63.7,78.0,System Auto-Replenishment,False,,Auto-approved
DEC-010938,2026-04-14,SKU-00008,Store,STR-07,59.0,77.1,46.2,59.0,System Auto-Replenishment,False,,Auto-approved
DEC-010939,2026-04-14,SKU-00013,Store,STR-08,35.0,36.4,21.8,35.0,System Auto-Replenishment,False,,Auto-approved
DEC-010940,2026-04-15,SKU-00003,Store,STR-01,39.0,51.8,31.1,39.0,System Auto-Replenishment,False,,Auto-approved
DEC-010941,2026-04-15,SKU-00007,Store,STR-01,114.0,144.1,86.4,114.0,System Auto-Replenishment,False,,Auto-approved
DEC-010942,2026-04-15,SKU-00010,Store,STR-01,42.0,42.4,25.4,42.0,System Auto-Replenishment,False,,Auto-approved
DEC-010943,2026-04-15,SKU-00018,Store,Multiple,123.0,107.7,64.6,123.0,System Auto-Replenishment,False,,Auto-approved
DEC-010944,2026-04-15,SKU-00013,Store,Multiple,113.0,69.3,41.6,113.0,System Auto-Replenishment,False,,Auto-approved
DEC-010945,2026-04-15,SKU-00020,Store,STR-02,44.0,47.9,28.7,44.0,System Auto-Replenishment,False,,Auto-approved
DEC-010946,2026-04-15,SKU-00015,Store,STR-02,58.0,75.0,45.0,58.0,System Auto-Replenishment,False,,Auto-approved
DEC-010947,2026-04-15,SKU-00018,Store,STR-02,64.0,83.0,49.8,64.0,System Auto-Replenishment,False,,Auto-approved
DEC-010948,2026-04-15,SKU-00011,Store,STR-02,13.0,18.1,10.8,13.0,System Auto-Replenishment,False,,Auto-approved
DEC-010949,2026-04-15,SKU-00014,Store,Multiple,144.0,101.9,61.2,144.0,System Auto-Replenishment,False,,Auto-approved
DEC-010950,2026-04-15,SKU-00016,Store,STR-02,22.0,25.2,15.1,22.0,System Auto-Replenishment,False,,Auto-approved
DEC-010951,2026-04-15,SKU-00006,Store,Multiple,54.0,38.5,23.1,54.0,System Auto-Replenishment,False,,Auto-approved
DEC-010952,2026-04-15,SKU-00013,Store,STR-02,69.0,84.5,50.7,69.0,System Auto-Replenishment,False,,Auto-approved
DEC-010953,2026-04-15,SKU-00013,Store,STR-03,111.0,112.8,67.7,111.0,System Auto-Replenishment,False,,Auto-approved
DEC-010954,2026-04-15,SKU-00017,Store,Multiple,161.5,115.9,69.5,161.5,System Auto-Replenishment,False,,Auto-approved
DEC-010955,2026-04-15,SKU-00006,Store,STR-03,32.0,43.5,26.1,32.0,System Auto-Replenishment,False,,Auto-approved
DEC-010956,2026-04-15,SKU-00015,Store,STR-03,52.0,59.6,35.7,52.0,System Auto-Replenishment,False,,Auto-approved
DEC-010957,2026-04-15,SKU-00007,Store,Multiple,148.0,95.1,57.1,148.0,System Auto-Replenishment,False,,Auto-approved
DEC-010958,2026-04-15,SKU-00010,Store,STR-03,27.0,34.3,20.6,27.0,System Auto-Replenishment,False,,Auto-approved
DEC-010959,2026-04-15,SKU-00011,Store,STR-03,23.0,28.6,17.2,23.0,System Auto-Replenishment,False,,Auto-approved
DEC-010960,2026-04-15,SKU-00004,Store,STR-04,13.0,15.5,9.3,13.0,System Auto-Replenishment,False,,Auto-approved
DEC-010961,2026-04-15,SKU-00013,Store,STR-04,50.0,69.4,41.7,50.0,System Auto-Replenishment,False,,Auto-approved
DEC-010962,2026-04-15,SKU-00011,Store,Multiple,26.0,13.3,8.0,26.0,System Auto-Replenishment,False,,Auto-approved
DEC-010963,2026-04-15,SKU-00020,Store,Multiple,34.0,28.0,16.8,34.0,System Auto-Replenishment,False,,Auto-approved
DEC-010964,2026-04-15,SKU-00016,Store,STR-04,12.0,16.6,10.0,12.0,System Auto-Replenishment,False,,Auto-approved
DEC-010965,2026-04-15,SKU-00002,Store,STR-05,76.0,102.8,61.7,76.0,System Auto-Replenishment,False,,Auto-approved
DEC-010966,2026-04-15,SKU-00015,Store,STR-05,55.0,76.4,45.8,55.0,System Auto-Replenishment,False,,Auto-approved
DEC-010967,2026-04-15,SKU-00011,Store,STR-05,27.0,28.4,17.0,27.0,System Auto-Replenishment,False,,Auto-approved
DEC-010968,2026-04-15,SKU-00016,Store,STR-05,24.0,22.6,13.5,24.0,System Auto-Replenishment,False,,Auto-approved
DEC-010969,2026-04-15,SKU-00006,Store,STR-05,39.0,43.4,26.1,39.0,System Auto-Replenishment,False,,Auto-approved
DEC-010970,2026-04-15,SKU-00022,Store,STR-06,44.0,49.5,29.7,44.0,System Auto-Replenishment,False,,Auto-approved
DEC-010971,2026-04-15,SKU-00024,Store,STR-06,41.0,51.2,30.7,41.0,System Auto-Replenishment,False,,Auto-approved
DEC-010972,2026-04-15,SKU-00023,Store,STR-06,44.0,54.9,33.0,44.0,System Auto-Replenishment,False,,Auto-approved
DEC-010973,2026-04-15,SKU-00010,Store,STR-06,22.0,27.6,16.5,22.0,System Auto-Replenishment,False,,Auto-approved
DEC-010974,2026-04-15,SKU-00014,Store,STR-07,37.0,48.2,28.9,37.0,System Auto-Replenishment,False,,Auto-approved
DEC-010975,2026-04-15,SKU-00018,Store,STR-07,70.0,82.1,49.2,70.0,System Auto-Replenishment,False,,Auto-approved
DEC-010976,2026-04-15,SKU-00003,Store,STR-07,61.0,70.5,42.3,61.0,System Auto-Replenishment,False,,Auto-approved
DEC-010977,2026-04-15,SKU-00019,Store,STR-08,18.0,22.9,13.8,18.0,System Auto-Replenishment,False,,Auto-approved
DEC-010978,2026-04-15,SKU-00010,Store,STR-08,11.0,15.4,9.2,11.0,System Auto-Replenishment,False,,Auto-approved
DEC-010979,2026-04-15,SKU-00024,Store,STR-08,20.0,23.6,14.1,20.0,System Auto-Replenishment,False,,Auto-approved
DEC-010980,2026-04-16,SKU-00015,Store,STR-01,74.0,96.6,57.9,74.0,System Auto-Replenishment,False,,Auto-approved
DEC-010981,2026-04-16,SKU-00002,Store,STR-01,108.0,123.0,73.8,108.0,System Auto-Replenishment,False,,Auto-approved
DEC-010982,2026-04-16,SKU-00019,Store,STR-01,64.0,86.6,52.0,64.0,System Auto-Replenishment,False,,Auto-approved
DEC-010983,2026-04-16,SKU-00011,Store,STR-01,14.0,15.8,9.5,14.0,System Auto-Replenishment,False,,Auto-approved
DEC-010984,2026-04-16,SKU-00010,Store,STR-02,20.0,24.2,14.5,20.0,System Auto-Replenishment,False,,Auto-approved
DEC-010985,2026-04-16,SKU-00002,Store,STR-02,91.0,119.1,71.5,91.0,System Auto-Replenishment,False,,Auto-approved
DEC-010986,2026-04-16,SKU-00008,Store,STR-02,68.0,78.5,47.1,68.0,System Auto-Replenishment,False,,Auto-approved
DEC-010987,2026-04-16,SKU-00023,Store,STR-02,61.0,87.0,52.2,61.0,System Auto-Replenishment,False,,Auto-approved
DEC-010988,2026-04-16,SKU-00019,Store,STR-02,66.0,69.7,41.8,66.0,System Auto-Replenishment,False,,Auto-approved
DEC-010989,2026-04-16,SKU-00024,Store,STR-02,48.0,58.9,35.3,48.0,System Auto-Replenishment,False,,Auto-approved
DEC-010990,2026-04-16,SKU-00001,Store,STR-03,74.0,95.6,57.4,74.0,System Auto-Replenishment,False,,Auto-approved
DEC-010991,2026-04-16,SKU-00004,Store,STR-03,23.0,27.8,16.7,23.0,System Auto-Replenishment,False,,Auto-approved
DEC-010992,2026-04-16,SKU-00002,Store,STR-03,46.0,62.1,37.3,46.0,System Auto-Replenishment,False,,Auto-approved
DEC-010993,2026-04-16,SKU-00014,Store,Multiple,51.0,35.3,21.2,51.0,System Auto-Replenishment,False,,Auto-approved
DEC-010994,2026-04-16,SKU-00021,Store,Multiple,30.0,21.4,12.8,30.0,System Auto-Replenishment,False,,Auto-approved
DEC-010995,2026-04-16,SKU-00010,Store,STR-04,25.0,29.3,17.6,25.0,System Auto-Replenishment,False,,Auto-approved
DEC-010996,2026-04-16,SKU-00009,Store,STR-04,50.0,63.0,37.8,50.0,System Auto-Replenishment,False,,Auto-approved
DEC-010997,2026-04-16,SKU-00012,Store,STR-04,15.0,19.0,11.4,15.0,System Auto-Replenishment,False,,Auto-approved
DEC-010998,2026-04-16,SKU-00005,Store,STR-04,15.0,13.8,8.3,15.0,System Auto-Replenishment,False,,Auto-approved
DEC-010999,2026-04-16,SKU-00024,Store,STR-05,66.0,81.3,48.8,66.0,System Auto-Replenishment,False,,Auto-approved
DEC-011000,2026-04-16,SKU-00004,Store,STR-05,25.0,30.3,18.2,25.0,System Auto-Replenishment,False,,Auto-approved
DEC-011001,2026-04-16,SKU-00021,Store,STR-05,25.0,29.8,17.9,25.0,System Auto-Replenishment,False,,Auto-approved
DEC-011002,2026-04-16,SKU-00010,Store,STR-05,45.0,49.7,29.8,45.0,System Auto-Replenishment,False,,Auto-approved
DEC-011003,2026-04-16,SKU-00001,Store,STR-05,57.0,71.6,43.0,57.0,System Auto-Replenishment,False,,Auto-approved
DEC-011004,2026-04-16,SKU-00017,Store,STR-05,75.0,80.7,48.4,75.0,System Auto-Replenishment,False,,Auto-approved
DEC-011005,2026-04-16,SKU-00003,Store,STR-05,56.0,73.2,43.9,56.0,System Auto-Replenishment,False,,Auto-approved
DEC-011006,2026-04-16,SKU-00011,Store,STR-06,15.0,19.4,11.6,15.0,System Auto-Replenishment,False,,Auto-approved
DEC-011007,2026-04-16,SKU-00015,Store,STR-06,32.0,37.1,22.3,32.0,System Auto-Replenishment,False,,Auto-approved
DEC-011008,2026-04-16,SKU-00021,Store,STR-06,12.0,15.7,9.4,12.0,System Auto-Replenishment,False,,Auto-approved
DEC-011009,2026-04-16,SKU-00018,Store,STR-06,32.0,40.5,24.3,32.0,System Auto-Replenishment,False,,Auto-approved
DEC-011010,2026-04-16,SKU-00022,Store,STR-07,36.0,34.9,21.0,36.0,System Auto-Replenishment,False,,Auto-approved
DEC-011011,2026-04-16,SKU-00005,Store,STR-07,19.0,24.8,14.9,19.0,System Auto-Replenishment,False,,Auto-approved
DEC-011012,2026-04-16,SKU-00012,Store,STR-07,48.0,49.1,29.5,48.0,System Auto-Replenishment,False,,Auto-approved
DEC-011013,2026-04-16,SKU-00013,Store,STR-07,87.0,106.1,63.7,87.0,System Auto-Replenishment,False,,Auto-approved
DEC-011014,2026-04-16,SKU-00019,Store,STR-07,40.0,51.2,30.7,40.0,System Auto-Replenishment,False,,Auto-approved
DEC-011015,2026-04-16,SKU-00010,Store,STR-07,26.0,34.5,20.7,26.0,System Auto-Replenishment,False,,Auto-approved
DEC-011016,2026-04-16,SKU-00006,Store,STR-07,39.0,46.3,27.8,39.0,System Auto-Replenishment,False,,Auto-approved
DEC-011017,2026-04-17,SKU-00023,Store,STR-01,63.0,86.7,52.0,63.0,System Auto-Replenishment,False,,Auto-approved
DEC-011018,2026-04-17,SKU-00024,Store,STR-01,61.0,83.0,49.8,61.0,System Auto-Replenishment,False,,Auto-approved
DEC-011019,2026-04-17,SKU-00008,Store,Multiple,120.0,59.2,35.5,120.0,System Auto-Replenishment,False,,Auto-approved
DEC-011020,2026-04-17,SKU-00009,Store,STR-01,42.0,58.8,35.3,42.0,System Auto-Replenishment,False,,Auto-approved
DEC-011021,2026-04-17,SKU-00020,Store,STR-01,34.0,37.1,22.3,34.0,System Auto-Replenishment,False,,Auto-approved
DEC-011022,2026-04-17,SKU-00021,Store,STR-01,19.0,18.2,10.9,19.0,System Auto-Replenishment,False,,Auto-approved
DEC-011023,2026-04-17,SKU-00022,Store,STR-01,35.0,42.0,25.2,35.0,System Auto-Replenishment,False,,Auto-approved
DEC-011024,2026-04-17,SKU-00003,Store,STR-02,59.0,82.3,49.4,59.0,System Auto-Replenishment,False,,Auto-approved
DEC-011025,2026-04-17,SKU-00012,Store,STR-02,21.4,22.2,13.3,21.4,System Auto-Replenishment,False,,Auto-approved
DEC-011026,2026-04-17,SKU-00009,Store,STR-02,77.0,95.8,57.5,77.0,System Auto-Replenishment,False,,Auto-approved
DEC-011027,2026-04-17,SKU-00007,Store,STR-02,95.0,111.9,67.1,95.0,System Auto-Replenishment,False,,Auto-approved
DEC-011028,2026-04-17,SKU-00018,Store,STR-03,53.0,67.8,40.7,53.0,System Auto-Replenishment,False,,Auto-approved
DEC-011029,2026-04-17,SKU-00008,Store,Multiple,165.0,123.4,74.0,165.0,System Auto-Replenishment,False,,Auto-approved
DEC-011030,2026-04-17,SKU-00016,Store,Multiple,60.0,50.0,30.0,60.0,System Auto-Replenishment,False,,Auto-approved
DEC-011031,2026-04-17,SKU-00023,Store,Multiple,125.6,58.9,35.4,125.6,System Auto-Replenishment,False,,Auto-approved
DEC-011032,2026-04-17,SKU-00018,Store,Multiple,95.0,80.5,48.3,95.0,System Auto-Replenishment,False,,Auto-approved
DEC-011033,2026-04-17,SKU-00001,Store,Multiple,88.0,60.5,36.3,88.0,System Auto-Replenishment,False,,Auto-approved
DEC-011034,2026-04-17,SKU-00022,Store,STR-04,20.0,27.6,16.6,20.0,System Auto-Replenishment,False,,Auto-approved
DEC-011035,2026-04-17,SKU-00017,Store,STR-04,40.0,53.7,32.2,40.0,System Auto-Replenishment,False,,Auto-approved
DEC-011036,2026-04-17,SKU-00005,Store,STR-05,19.0,20.6,12.4,19.0,System Auto-Replenishment,False,,Auto-approved
DEC-011037,2026-04-17,SKU-00017,Store,STR-06,60.0,78.4,47.1,60.0,System Auto-Replenishment,False,,Auto-approved
DEC-011038,2026-04-17,SKU-00002,Store,STR-06,41.0,56.2,33.7,41.0,System Auto-Replenishment,False,,Auto-approved
DEC-011039,2026-04-17,SKU-00002,Store,STR-07,50.0,57.8,34.7,50.0,System Auto-Replenishment,False,,Auto-approved
DEC-011040,2026-04-17,SKU-00020,Store,STR-07,39.0,49.1,29.5,39.0,System Auto-Replenishment,False,,Auto-approved
DEC-011041,2026-04-17,SKU-00006,Store,STR-08,12.0,13.8,8.3,12.0,System Auto-Replenishment,False,,Auto-approved
DEC-011042,2026-04-17,SKU-00023,Store,STR-08,42.0,47.3,28.4,42.0,System Auto-Replenishment,False,,Auto-approved
DEC-011043,2026-04-17,SKU-00013,Store,STR-08,32.0,36.4,21.8,32.0,System Auto-Replenishment,False,,Auto-approved
DEC-011044,2026-04-17,SKU-00002,Store,STR-08,22.0,21.7,13.0,22.0,System Auto-Replenishment,False,,Auto-approved
DEC-011045,2026-04-17,SKU-00012,Store,STR-08,12.0,16.2,9.7,12.0,System Auto-Replenishment,False,,Auto-approved
DEC-011046,2026-04-17,SKU-00015,Store,STR-08,33.0,36.2,21.7,33.0,System Auto-Replenishment,False,,Auto-approved
DEC-011047,2026-04-18,SKU-00001,Store,STR-01,61.0,68.3,41.0,61.0,System Auto-Replenishment,False,,Auto-approved
DEC-011048,2026-04-18,SKU-00004,Store,STR-01,49.0,59.9,36.0,49.0,System Auto-Replenishment,False,,Auto-approved
DEC-011049,2026-04-18,SKU-00014,Store,Multiple,125.0,70.7,42.4,125.0,System Auto-Replenishment,False,,Auto-approved
